id,EA_HAB,EA_LIT,EA_MAL,EA_JOUE,EA_AID,EA_EMM,EA_SATTACHE,OA_VAISS,OA_REPAS,OA_ALIME,OA_LINGE,OA_ASPIR,OA_BRICO,OA_COMPT,OA_INVIT,OA_SATREP,OB_DACHQUO,OB_DACHEX,OB_DEDUC,OB_DLOISIR,OB_GESTION,OC_SATREL,OC_DESTAC,VA_MARIDEP,VA_COHAB,VA_MARITJS,VA_DIVORC,VA_FEMENF,VA_HOMENF,VA_DEUXPAR,VA_MERSEUL,VA_EFTAUTO,VA_DROITHOMO,VA_GPOCCPE,VA_PARAIDENF,VA_PARENCH,VA_ENRESPAR,VA_ENFCH,VA_FILLEFILS,VA_ENFAIDPAR,VA_ACCPAR,VA_DIFFAGE,VA_REVFE,VA_DEPFE,VA_FOYEPAN,VA_HOMPOL,VA_ENFMERAC,VA_ENFPERAC,VA_DIVGARD,VA_HOMPRIO,VA_PARPRIO,VA_JEUPRIO,VA_QPERSAGE,VA_QENFPS,VA_QENFSCO,VA_QFINPERSA,VA_QFINPAREN,MA_AGEMQ,MC_DIPLOME,PF_PCSM8,PF_PCSP8,CA_DIPLOME,EA_VERIFC,poids12,PA_DURMTRA,PB_DURMTRA,MA_SEXE,AH_CS8,PF_AGEDEPFOY_rec,PF_AVECQUI_rec,PE_NBFSV_rec,PA_VERIFCOH_rec,PA_FQAVM_rec,PB_FQAVP_rec,PA_MEREBV_rec,PB_PEREBV_rec,TYPFAM3_rec,EA_ADULT16_rec,NBENF14_rec,NBENF3_rec,MA_ACT_rec,NBENFTOTM_rec,EA_AUTPERS_rec,OA_AUTPERS_rec,MA_AGEM_rec
9608,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,3,5,3,7,5,3,NA,3,3,8,1,5,1,5,1,3,3,1,2,4,5,2,2,2,2,5,4,3,4,4,5,4,1,5,2,2,3,3,3,3,4,5,5,1,3,14,4,4,4,2,1,3766.573961,5,NA,1,7,19,1,3,4,2,NA,1,2,3,2,2,2,2,0,NA,3,65
9609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,2,2,3,3,1,2,3,2,3,5,2,2,2,3,1,2,3,4,3,2,3,3,3,3,2,3,1,1,7,4,NA,6,NA,2,2826.838104,5,5,2,6,25,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,32
9610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,5,5,1,4,4,5,1,1,5,1,5,5,1,1,5,5,5,1,3,3,3,3,5,1,5,1,5,5,1,1,7,7,1,1,NA,2,9385.324233,NA,NA,1,5,NA,1,2,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,32
9611,4,2,4,3,4,2,10,2,3,3,4,4,2,4,3,10,3,3,3,3,3,NA,1,5,1,4,1,3,3,2,5,3,5,1,3,5,5,5,3,5,5,3,5,3,2,5,5,5,5,1,1,2,3,3,3,1,1,7,5,5,6,8,1,1984.956658,10,10,1,4,21,1,2,4,2,2,1,1,4,2,1,1,2,3,3,3,31
9612,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,3,8,1,3,NA,3,3,8,1,5,2,3,1,2,2,2,1,3,3,2,2,4,5,5,5,5,5,3,4,2,4,5,5,2,3,5,5,3,3,3,3,1,1,12,4,5,6,4,1,1760.210864,NA,NA,2,6,19,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,55
9613,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,5,5,3,3,7,3,3,NA,3,5,NA,1,5,1,1,1,2,2,1,2,2,2,1,3,3,2,3,3,3,3,1,3,1,3,3,2,2,3,1,3,1,4,2,2,4,1,6,3,5,3,1,1,6404.786063,180,180,2,5,24,1,NA,4,0,1,1,1,3,2,2,2,2,0,NA,1,28
9614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,3,3,1,1,2,1,3,2,5,4,3,5,3,3,5,5,4,1,5,2,2,5,5,3,5,3,9,9,2,2,4,3,NA,6,NA,2,9767.124247,NA,NA,1,6,NA,1,4,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,18
9615,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,3,3,6,3,3,NA,3,4,NA,3,5,2,3,1,3,3,2,4,4,3,2,2,2,2,2,4,2,2,4,4,1,2,4,5,4,3,3,2,3,4,5,4,2,2,7,7,5,2,8,1,6404.786063,135,135,2,5,21,1,3,4,1,1,1,1,3,2,2,2,2,0,NA,1,32
9616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,2,1,1,5,1,2,2,2,3,2,5,2,2,3,3,5,2,2,9,2,1,2,3,3,4,3,1,1,16,2,5,5,NA,2,2992.79521,NA,NA,2,7,25,1,0,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,75
9617,8,3,5,3,2,4,8,4,5,4,5,5,2,4,3,7,4,3,3,3,3,7,3,4,1,2,2,5,5,2,4,2,3,2,2,4,4,4,4,4,4,5,5,2,2,5,5,2,5,5,5,5,5,5,5,5,1,8,7,5,5,3,1,4864.145477,480,480,1,4,23,1,1,4,1,1,1,1,4,2,1,2,2,3,3,3,37
9618,8,8,3,3,3,3,10,3,2,2,3,3,5,1,97,6,3,3,3,3,3,NA,3,5,5,2,2,2,2,1,5,1,5,1,1,1,1,2,5,1,1,5,5,1,1,4,4,4,1,1,2,1,5,5,3,2,2,11,2,NA,6,8,1,7092.699232,NA,NA,2,5,28,4,5,4,NA,NA,2,2,4,1,1,2,1,3,3,3,53
9619,2,2,2,2,97,3,6,3,2,2,1,2,4,1,2,6,2,3,3,3,3,8,2,3,1,3,1,5,5,2,2,3,2,2,4,5,2,5,5,3,4,5,5,2,4,5,4,4,1,4,2,3,3,2,2,3,3,7,8,5,4,7,1,3465.753522,60,60,2,4,18,1,3,4,1,1,1,1,4,2,1,1,2,3,3,3,31
9620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,4,1,4,4,3,3,2,4,3,4,5,2,3,5,5,3,2,3,4,2,4,3,2,3,3,2,5,1,1,5,3,5,6,NA,2,3463.843982,5,NA,1,6,20,1,3,4,2,NA,1,2,1,2,2,2,2,0,NA,NA,23
9621,2,2,3,3,97,1,7,1,1,1,5,3,5,1,3,6,1,3,3,3,3,8,2,5,2,1,1,1,1,1,5,1,5,2,2,5,3,5,5,4,3,3,2,2,3,4,4,2,3,5,3,3,3,3,3,1,2,7,7,5,6,4,1,4144.429544,2,2,2,4,22,1,NA,4,2,2,1,1,4,2,1,1,2,1,2,2,31
9622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4,2,2,3,2,2,2,2,2,5,1,3,4,3,3,4,4,4,2,3,1,1,3,3,3,3,3,3,3,2,4,4,4,4,5,5,6,2,NA,2,13046.26788,0,0,1,6,0,1,2,4,2,2,1,1,5,1,2,2,2,0,NA,NA,22
9623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,4,1,4,2,3,1,1,3,4,2,2,1,3,2,3,5,1,2,3,4,1,3,3,2,3,5,5,5,5,5,4,5,5,4,5,6,4,4,NA,2,1745.540683,75,75,1,8,21,1,1,4,2,2,1,1,1,2,2,2,2,0,NA,NA,23
9624,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,5,2,3,3,10,4,3,NA,3,3,10,3,5,1,1,5,1,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,3,5,5,1,1,1,1,5,5,5,4,5,11,1,NA,6,2,1,4131.546608,NA,NA,1,6,22,1,4,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,54
9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,5,5,1,5,2,2,1,2,2,1,3,5,1,2,2,3,1,1,3,2,2,3,5,2,5,4,4,4,4,4,6,5,5,2,NA,2,3304.164103,720,240,2,8,20,1,NA,4,1,1,1,1,1,2,2,2,2,0,NA,NA,27
9626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,5,2,2,3,2,2,1,2,4,3,2,2,2,2,2,4,2,2,3,3,2,1,3,4,2,3,4,4,3,5,5,5,1,1,5,5,1,1,NA,2,1788.52101,25,25,2,4,19,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,20
9627,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,1,3,3,3,9,1,3,NA,3,5,8,1,5,1,1,1,5,5,1,1,1,1,1,1,5,1,5,5,1,1,3,5,1,1,5,3,1,5,5,2,5,3,4,4,4,2,7,3,NA,6,4,1,3988.91597,720,720,2,4,18,1,4,4,1,1,1,1,3,2,2,2,2,0,NA,3,33
9628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,9,9,1,9,9,9,1,1,1,1,5,3,1,5,1,5,9,1,9,1,1,9,1,3,3,5,5,5,2,9,16,4,2,6,NA,2,2588.855317,NA,NA,1,7,22,1,NA,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,78
9629,3,3,2,3,97,3,10,3,3,3,1,3,5,3,2,10,3,3,3,3,3,10,2,5,1,2,2,3,3,3,2,4,3,2,2,3,3,5,5,2,3,5,5,2,1,5,5,4,5,5,3,3,3,4,4,1,1,6,5,NA,4,4,1,4233.631181,5,5,2,5,24,1,2,4,2,2,1,1,4,2,1,1,2,1,3,3,29
9630,4,3,4,3,97,3,7,3,3,4,5,4,2,3,3,8,3,2,3,2,4,9,3,5,1,2,3,1,1,1,4,2,2,3,2,2,2,3,5,1,2,3,5,1,2,4,1,3,4,2,4,3,3,5,1,1,1,8,8,3,3,8,1,4261.939125,NA,240,1,4,20,1,NA,4,NA,1,2,1,4,2,1,1,2,2,3,3,36
9631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,1,2,2,3,1,1,2,1,2,2,1,2,2,3,2,1,3,2,2,1,3,3,3,3,5,5,3,3,16,2,NA,6,NA,2,2387.954021,NA,NA,2,7,24,1,5,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,78
9632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,2,1,1,3,3,3,1,2,1,2,3,5,2,1,3,1,3,1,3,1,1,3,3,1,3,4,5,5,2,4,6,4,6,6,NA,2,8274.326874,NA,NA,1,6,NA,1,3,2,NA,NA,2,NA,5,1,2,2,2,0,NA,NA,27
9633,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,3,3,3,10,3,3,3,3,3,NA,1,3,1,3,1,5,5,5,1,1,9,5,3,3,5,5,5,3,3,5,9,1,3,9,3,3,5,1,3,3,5,5,9,9,9,9,4,NA,6,4,1,6954.387154,NA,5,2,5,18,1,1,4,NA,2,2,1,4,1,2,2,2,1,NA,1,44
9634,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,1,3,3,3,10,3,3,97,3,3,NA,1,5,9,1,1,5,5,1,9,5,5,1,3,5,5,5,1,3,5,1,5,3,1,9,5,5,3,5,5,5,5,5,5,1,1,16,1,5,6,2,1,13640.62527,NA,NA,2,7,13,1,5,4,NA,NA,2,2,4,1,2,2,2,1,NA,1,75
9635,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,1,1,3,3,10,3,3,NA,3,3,NA,1,9,9,9,9,9,9,1,9,1,9,1,1,9,5,5,5,5,5,5,5,1,1,5,9,9,9,5,9,3,3,1,3,3,9,12,2,1,1,6,1,4995.849094,NA,NA,1,7,22,1,5,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,59
9636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,1,1,1,2,4,2,4,1,1,1,1,2,5,2,2,2,5,4,4,4,2,2,3,4,2,2,4,4,4,3,3,15,2,NA,6,NA,2,4321.501202,NA,NA,2,7,14,1,5,4,NA,NA,2,2,2,1,2,2,2,1,NA,NA,72
9637,NA,NA,NA,NA,NA,NA,NA,5,5,5,7,7,2,3,4,9,5,5,NA,3,3,10,1,5,4,2,2,2,2,2,4,2,5,1,1,2,1,4,3,2,4,3,4,4,3,4,3,4,3,4,4,4,2,4,4,4,4,14,8,NA,3,6,1,3581.612581,NA,NA,1,7,21,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,65
9638,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,3,1,1,2,7,3,3,NA,4,3,8,1,4,1,5,1,5,5,5,2,4,1,1,1,5,5,5,5,5,4,5,5,4,2,5,4,4,4,5,2,2,4,4,4,1,1,9,6,NA,4,4,1,6105.956195,10,NA,1,4,21,1,2,4,2,NA,1,2,3,2,2,2,2,0,NA,3,43
9639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,5,1,1,5,1,1,2,5,3,5,2,5,5,1,5,5,1,2,4,2,2,3,1,2,5,3,5,1,1,5,5,5,5,5,5,5,NA,6,NA,2,1918.955856,5,5,2,5,23,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,23
9640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,3,2,1,4,2,2,1,1,2,1,3,4,1,1,2,4,3,2,4,3,4,2,5,2,3,5,5,5,4,5,6,5,NA,6,NA,2,10310.30447,NA,NA,1,8,NA,1,3,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,25
9641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,5,5,1,5,1,1,1,1,5,1,5,5,1,3,5,5,1,1,4,1,1,5,5,5,5,3,3,4,3,3,11,8,2,4,NA,2,1864.51395,NA,NA,2,4,22,1,4,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,53
9642,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,3,3,7,3,3,3,3,3,NA,4,4,4,1,2,1,1,1,4,2,5,4,5,5,2,3,1,1,1,1,5,1,1,3,1,1,1,1,3,3,1,4,4,1,1,12,1,NA,1,2,1,6600.925085,NA,NA,2,7,18,1,4,4,NA,NA,2,2,4,1,2,2,2,1,NA,1,58
9643,2,3,1,3,2,2,6,1,1,1,7,7,5,1,2,9,3,3,3,3,3,NA,1,5,3,4,2,2,2,2,3,3,4,2,3,3,3,4,5,2,4,3,5,1,2,4,4,2,3,2,4,4,3,5,3,1,3,7,7,5,6,7,1,3518.343426,45,45,2,5,24,1,2,4,1,1,1,1,4,2,1,1,2,2,2,2,34
9644,1,2,1,3,97,1,9,3,2,5,2,3,5,1,3,7,3,3,3,3,3,8,2,5,1,1,1,1,1,1,1,2,4,1,1,3,3,5,5,1,3,5,5,1,1,5,5,5,3,5,5,4,4,1,4,3,3,7,8,NA,3,8,1,4578.661172,90,90,2,4,20,1,NA,4,1,1,1,1,4,2,1,1,2,1,1,1,33
9645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,2,4,5,1,1,1,2,2,5,2,5,5,1,1,4,4,1,1,4,5,5,4,5,5,3,5,3,5,5,3,7,7,6,NA,NA,2,4186.39511,NA,NA,2,4,30,2,1,4,NA,NA,2,3,5,1,2,2,2,0,NA,NA,32
9646,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,3,2,2,8,2,3,3,3,3,8,1,5,2,2,3,2,2,1,4,2,2,3,3,2,4,4,3,4,4,3,4,2,2,4,5,2,2,5,5,3,4,3,3,2,3,10,5,NA,3,1,1,5186.298579,NA,5,2,5,22,1,2,4,NA,2,2,1,4,1,2,2,2,2,NA,3,49
9647,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,1,1,1,3,9,3,3,NA,2,3,NA,1,4,4,1,1,1,1,1,1,4,3,1,1,1,1,1,4,1,1,3,4,1,1,3,2,2,2,2,2,3,4,4,4,3,3,15,2,1,1,2,1,4440.76353,NA,NA,1,7,14,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,71
9648,3,2,2,3,97,3,8,1,2,2,1,4,4,3,3,7,3,4,2,2,5,8,4,4,1,2,3,4,4,2,2,2,2,3,2,5,2,3,5,2,3,5,4,2,2,3,4,4,4,5,2,4,3,3,3,3,3,6,6,5,6,4,1,4106.218392,30,30,2,5,22,1,2,4,2,1,1,1,4,2,1,1,2,1,3,3,27
9649,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,5,1,3,9,2,3,2,3,1,9,1,5,1,1,1,1,1,1,4,1,4,1,1,2,4,5,5,5,4,5,5,2,4,5,1,1,5,5,5,4,3,5,5,1,1,12,4,NA,NA,8,1,5212.721922,180,NA,2,7,18,1,5,4,0,NA,1,2,4,1,2,2,2,2,NA,3,56
9650,NA,NA,NA,NA,NA,NA,NA,3,2,4,5,3,3,5,3,8,3,3,NA,3,3,10,2,5,1,2,1,3,3,2,2,1,1,2,5,2,4,4,5,5,2,3,5,1,2,3,5,4,3,5,2,5,3,3,3,1,1,7,6,5,NA,8,1,5123.810301,10,NA,1,4,17,1,5,4,2,NA,1,2,3,2,2,2,2,0,NA,3,30
9651,NA,NA,NA,NA,NA,NA,NA,5,3,2,5,1,1,1,5,8,3,3,NA,5,5,8,2,5,3,5,2,2,5,2,1,2,1,2,2,5,2,5,3,2,5,3,5,1,1,5,1,1,5,5,5,5,1,5,1,1,1,10,6,4,2,7,1,4134.342671,10,10,1,8,18,1,1,4,1,1,1,1,3,2,2,2,2,0,NA,3,46
9652,3,3,4,3,5,3,8,3,4,3,4,4,3,2,3,10,3,3,3,3,3,10,1,5,1,5,1,1,1,5,1,5,1,1,1,5,2,5,5,3,3,5,5,4,3,5,5,5,5,5,3,3,3,4,3,1,1,8,4,NA,6,3,1,4074.461636,NA,10,1,4,23,1,4,4,NA,1,2,1,4,2,1,2,2,2,3,3,38
9653,4,3,3,3,3,3,9,3,4,4,4,3,1,4,4,9,3,3,3,3,2,9,1,3,1,5,1,5,5,1,1,3,1,3,5,3,3,3,5,3,5,5,5,1,1,5,5,5,5,5,5,5,3,4,4,1,1,7,5,NA,6,5,1,3868.503845,2,2,1,6,20,1,1,4,2,2,1,1,4,2,1,2,2,2,2,3,32
9654,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,1,5,3,9,5,3,NA,3,3,9,2,4,9,3,3,3,3,1,2,3,9,1,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,5,3,4,4,4,4,5,4,13,2,NA,6,4,1,4415.553364,NA,NA,1,7,21,1,0,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,62
9655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,1,1,5,5,5,3,4,4,1,1,6,1,NA,6,NA,2,2166.902655,20,45,2,6,18,4,5,4,2,1,1,1,2,2,1,2,2,1,2,NA,27
9656,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,1,1,3,8,5,3,NA,3,3,NA,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,4,5,4,4,4,1,2,13,4,NA,4,4,1,5478.692049,NA,NA,1,7,23,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,62
9657,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,2,1,1,3,10,3,3,NA,3,3,9,3,5,1,2,2,2,2,1,2,2,2,2,3,4,2,4,5,2,3,3,5,1,1,4,2,2,2,3,3,3,3,3,3,2,2,7,3,5,5,7,1,6522.715794,30,480,1,6,28,4,3,4,2,1,1,1,3,2,2,2,2,0,NA,3,31
9658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,1,1,1,4,2,3,3,2,2,3,5,5,1,2,1,5,3,2,3,2,2,3,3,1,1,2,5,5,3,5,10,3,NA,5,NA,2,3512.990069,5,NA,2,4,19,1,2,4,2,NA,1,2,2,1,2,2,2,1,NA,NA,48
9659,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,3,1,8,2,3,3,3,3,9,1,5,3,1,3,1,1,1,4,2,5,1,2,3,2,4,4,5,4,3,3,2,2,5,2,2,4,4,3,3,3,5,5,3,5,12,8,NA,NA,8,1,4535.051986,NA,NA,2,7,18,5,1,4,NA,NA,2,2,4,1,2,2,2,1,NA,3,57
9660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,2,3,5,3,3,1,3,3,3,4,5,5,5,5,3,2,1,3,3,2,3,3,5,2,2,3,5,3,2,2,10,4,NA,NA,NA,2,1832.727919,20,NA,2,5,18,2,1,4,2,NA,1,3,1,2,2,2,2,0,NA,NA,47
9661,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,5,5,4,9,1,3,NA,4,3,NA,1,2,1,2,4,2,2,1,1,1,2,1,1,3,1,3,4,2,2,1,2,3,1,4,2,1,3,4,1,2,5,4,4,2,2,15,2,6,1,1,1,2119.706352,NA,NA,2,7,19,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,72
9662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,2,1,1,1,1,1,3,5,1,4,5,2,2,3,3,2,3,5,1,1,1,5,5,5,1,3,3,1,1,9,4,NA,NA,NA,2,3361.480474,NA,NA,1,6,7,6,9,4,NA,NA,3,3,1,2,2,2,2,0,NA,NA,42
9663,NA,NA,NA,NA,NA,NA,NA,3,2,4,5,3,1,3,3,8,3,3,NA,3,3,9,3,1,1,1,2,3,3,2,1,3,1,1,2,5,2,2,3,1,2,4,5,2,2,4,2,2,4,4,4,4,5,5,4,9,4,8,7,NA,6,8,1,5823.807011,180,NA,1,4,15,1,3,4,1,NA,1,2,3,2,2,2,2,0,NA,3,39
9664,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,1,4,4,2,9,2,3,NA,3,3,9,2,5,5,5,1,1,1,1,2,2,1,1,2,1,2,5,4,3,4,1,5,1,4,5,5,1,4,5,9,3,2,3,4,1,1,12,4,NA,NA,2,1,3520.421728,NA,NA,2,5,20,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,58
9665,8,3,1,3,3,3,10,3,1,2,7,3,3,3,2,8,1,3,3,3,5,10,2,4,3,3,1,1,4,2,4,4,3,1,1,3,1,5,5,2,3,3,5,1,1,5,2,2,4,4,4,4,5,5,5,4,3,10,7,3,3,7,1,4590.571733,1080,NA,2,3,23,1,2,4,0,NA,1,2,4,2,1,2,2,1,3,3,49
9666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,5,5,1,5,1,5,5,5,5,5,4,3,5,1,5,1,5,1,5,1,5,5,1,3,1,5,5,4,5,5,16,2,2,6,NA,2,3641.751636,NA,NA,2,7,17,1,0,4,NA,NA,2,2,2,1,2,2,2,1,NA,NA,78
9667,1,2,2,4,2,5,6,2,1,1,1,2,4,1,3,3,1,2,3,2,4,4,3,4,1,3,2,2,3,2,4,4,4,2,2,4,2,5,5,2,2,3,2,1,2,4,4,4,4,5,4,4,4,4,4,2,2,7,8,4,4,4,1,4003.783338,30,45,2,4,21,1,NA,4,1,2,1,1,4,2,1,2,2,2,3,3,33
9668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,5,2,1,5,1,1,2,1,1,5,5,1,1,3,2,2,5,1,1,1,5,5,5,4,1,13,1,1,NA,NA,2,3303.582517,NA,NA,1,7,17,2,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,64
9669,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,1,2,3,10,4,3,NA,3,3,NA,1,1,2,1,2,1,1,1,4,1,5,2,3,5,2,4,5,3,4,2,2,3,1,4,2,1,3,4,5,5,4,5,5,3,1,15,5,NA,6,4,1,4518.964064,NA,NA,1,7,17,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,72
9670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,1,4,1,5,1,2,5,1,1,4,1,1,5,5,4,1,5,1,2,5,5,2,4,4,5,4,1,2,8,3,NA,3,NA,2,3384.448489,480,NA,1,1,17,1,4,4,1,NA,1,2,2,2,1,1,2,1,2,NA,35
9671,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,3,3,3,3,10,3,3,NA,3,3,NA,2,4,3,2,1,2,2,1,2,2,5,1,1,3,2,4,4,2,4,4,4,3,3,5,2,2,3,2,5,2,4,3,3,3,3,14,1,1,1,1,1,4364.401532,NA,NA,1,7,20,1,5,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,69
9672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,4,1,4,1,4,4,1,1,1,4,1,1,5,3,5,5,2,1,3,2,1,1,5,5,5,3,5,5,2,4,5,3,1,1,7,4,6,6,NA,2,3420.297511,20,20,1,5,25,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,31
9673,2,1,1,3,4,1,7,3,2,5,1,3,5,4,2,7,2,2,3,3,3,9,3,5,5,1,2,2,2,1,5,2,2,2,2,2,1,5,5,1,1,2,5,2,1,4,9,1,1,5,5,5,3,5,5,5,4,8,4,NA,6,4,1,3572.145232,180,180,2,5,22,1,5,4,1,1,1,1,4,2,1,1,2,4,3,3,35
9674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,1,2,4,1,3,1,3,2,5,1,5,3,2,3,2,4,2,2,4,4,4,2,5,2,4,4,3,1,1,1,4,5,4,6,NA,2,5394.289274,NA,NA,2,8,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,18
9675,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,4,3,3,2,3,3,NA,3,3,NA,3,5,1,5,1,1,5,1,5,1,5,1,4,4,4,5,5,5,4,5,5,5,5,5,2,1,1,5,2,5,2,5,5,1,1,11,2,NA,4,2,1,3597.435134,NA,NA,2,5,18,1,5,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,53
